index,alpha,scenario,class_index,activity_id,activity_name,method,class_f1_mean,class_f1_std,class_f1_median,method_label,rank_within_condition_activity
431,1.0,clean,11,24,Rope jumping,tea_fl,0.0,0.0,0.0,TEA-FL,6.0
432,1.0,labelflip_mu0p2,0,1,Lying,arl_fl,0.8274312222919932,0.16833874806636107,0.8798719772403982,ARL-FL,6.0
433,1.0,labelflip_mu0p2,0,1,Lying,fedavg,0.8482056763919005,0.11511644309468137,0.9092866451357017,FedAvg,4.0
434,1.0,labelflip_mu0p2,0,1,Lying,fedle_adapted,0.8697251314863946,0.13469652298776924,0.9185205344757958,FedLE-adapted,2.0
435,1.0,labelflip_mu0p2,0,1,Lying,fedprox,0.8688894115352624,0.15052059770941975,0.912785268434935,FedProx,3.0
436,1.0,labelflip_mu0p2,0,1,Lying,random_trimmed_mean,0.8383613721979788,0.13231013517520387,0.8955043281313022,Random Trimmed Mean,5.0
437,1.0,labelflip_mu0p2,0,1,Lying,tea_fl,0.8881367545841959,0.07205059221438631,0.9100854700854701,TEA-FL,1.0
438,1.0,labelflip_mu0p2,1,2,Sitting,arl_fl,0.44191163284418444,0.20555467968390742,0.5246343855894418,ARL-FL,2.0
439,1.0,labelflip_mu0p2,1,2,Sitting,fedavg,0.442436705409693,0.2538007892594856,0.5656873082822086,FedAvg,1.0
440,1.0,labelflip_mu0p2,1,2,Sitting,fedle_adapted,0.3830096172403191,0.25479503000090536,0.5435571864018482,FedLE-adapted,4.0
441,1.0,labelflip_mu0p2,1,2,Sitting,fedprox,0.40587605124887033,0.24449166489605323,0.4940257585049966,FedProx,3.0
442,1.0,labelflip_mu0p2,1,2,Sitting,random_trimmed_mean,0.3774281108677709,0.20748661552757608,0.43312144800280117,Random Trimmed Mean,5.0
443,1.0,labelflip_mu0p2,1,2,Sitting,tea_fl,0.25946598185735315,0.2668170788389149,0.21500809061488668,TEA-FL,6.0
444,1.0,labelflip_mu0p2,2,3,Standing,arl_fl,0.2982364670039882,0.1131741160262148,0.26039652832051335,ARL-FL,6.0
445,1.0,labelflip_mu0p2,2,3,Standing,fedavg,0.37041153041023867,0.1751214181867822,0.30967961826857526,FedAvg,4.0
446,1.0,labelflip_mu0p2,2,3,Standing,fedle_adapted,0.36571498929814766,0.22764852134618507,0.3809703072796574,FedLE-adapted,5.0
447,1.0,labelflip_mu0p2,2,3,Standing,fedprox,0.3886621743391113,0.1845365696998446,0.3983524215722358,FedProx,3.0
448,1.0,labelflip_mu0p2,2,3,Standing,random_trimmed_mean,0.39429210171218054,0.14530096447683125,0.3809499331756965,Random Trimmed Mean,2.0
449,1.0,labelflip_mu0p2,2,3,Standing,tea_fl,0.4032332833079789,0.20254735099725665,0.47427440633245377,TEA-FL,1.0
450,1.0,labelflip_mu0p2,3,4,Walking,arl_fl,0.8899437425110671,0.08249597788710053,0.9001470748447544,ARL-FL,2.0
451,1.0,labelflip_mu0p2,3,4,Walking,fedavg,0.8135327529191212,0.16009867695317814,0.8761925298622546,FedAvg,6.0
452,1.0,labelflip_mu0p2,3,4,Walking,fedle_adapted,0.8832797793677513,0.07792610481071198,0.8884962406015038,FedLE-adapted,3.0
453,1.0,labelflip_mu0p2,3,4,Walking,fedprox,0.8244246355300555,0.15169911218738102,0.8908124497014842,FedProx,5.0
454,1.0,labelflip_mu0p2,3,4,Walking,random_trimmed_mean,0.8666283499031268,0.12080350728097457,0.9244091771606002,Random Trimmed Mean,4.0
455,1.0,labelflip_mu0p2,3,4,Walking,tea_fl,0.8927654586348714,0.10277029870670586,0.9248868301926518,TEA-FL,1.0
456,1.0,labelflip_mu0p2,4,5,Running,arl_fl,0.905887059190332,0.08983407046592333,0.9388380733409973,ARL-FL,4.0
457,1.0,labelflip_mu0p2,4,5,Running,fedavg,0.9085477312781501,0.11734030307440393,0.9632643884892086,FedAvg,3.0
458,1.0,labelflip_mu0p2,4,5,Running,fedle_adapted,0.8404834084880323,0.3009860496686005,0.960562240873698,FedLE-adapted,6.0
459,1.0,labelflip_mu0p2,4,5,Running,fedprox,0.845072402371318,0.24588510972193373,0.957824902262765,FedProx,5.0
460,1.0,labelflip_mu0p2,4,5,Running,random_trimmed_mean,0.9297299660135774,0.09802203386514965,0.9637368815592204,Random Trimmed Mean,2.0
461,1.0,labelflip_mu0p2,4,5,Running,tea_fl,0.9449531827929816,0.04952772549396279,0.967930029154519,TEA-FL,1.0
462,1.0,labelflip_mu0p2,5,6,Cycling,arl_fl,0.8925066681787627,0.09122699002347005,0.932003432003432,ARL-FL,6.0
463,1.0,labelflip_mu0p2,5,6,Cycling,fedavg,0.9241561050162401,0.042441693791564095,0.9368037594874656,FedAvg,2.0
464,1.0,labelflip_mu0p2,5,6,Cycling,fedle_adapted,0.8936263667413273,0.14099992947879791,0.9472218149831404,FedLE-adapted,5.0
465,1.0,labelflip_mu0p2,5,6,Cycling,fedprox,0.9230992101043827,0.039842979174713855,0.9343681126240796,FedProx,3.0
466,1.0,labelflip_mu0p2,5,6,Cycling,random_trimmed_mean,0.9350066914932652,0.023738606980195653,0.9441364879499274,Random Trimmed Mean,1.0
467,1.0,labelflip_mu0p2,5,6,Cycling,tea_fl,0.9226501908202875,0.0369759153641089,0.936986301369863,TEA-FL,4.0
468,1.0,labelflip_mu0p2,6,7,Nordic walking,arl_fl,0.8500467051854137,0.24984272824332832,0.9373990130573389,ARL-FL,1.0
469,1.0,labelflip_mu0p2,6,7,Nordic walking,fedavg,0.7134821382182701,0.35951715250207855,0.8930453146510404,FedAvg,6.0
470,1.0,labelflip_mu0p2,6,7,Nordic walking,fedle_adapted,0.8478460034817926,0.13924410210962782,0.8918938003106907,FedLE-adapted,2.0
471,1.0,labelflip_mu0p2,6,7,Nordic walking,fedprox,0.7311749725877942,0.35577324678265687,0.9159653033680604,FedProx,5.0
472,1.0,labelflip_mu0p2,6,7,Nordic walking,random_trimmed_mean,0.7999006867089786,0.28043454294210635,0.9261094355881085,Random Trimmed Mean,4.0
473,1.0,labelflip_mu0p2,6,7,Nordic walking,tea_fl,0.8016589096159181,0.28694842981107815,0.9047534376481745,TEA-FL,3.0
474,1.0,labelflip_mu0p2,7,12,Ascending stairs,arl_fl,0.8579792161209652,0.04904118364839263,0.863189251869327,ARL-FL,1.0
475,1.0,labelflip_mu0p2,7,12,Ascending stairs,fedavg,0.8265606997406627,0.059494805106996236,0.8277927523210542,FedAvg,2.0
476,1.0,labelflip_mu0p2,7,12,Ascending stairs,fedle_adapted,0.768995186534939,0.14365626627643988,0.820353982300885,FedLE-adapted,6.0
477,1.0,labelflip_mu0p2,7,12,Ascending stairs,fedprox,0.8211245475862322,0.07040914412237176,0.8389962978198272,FedProx,3.0
478,1.0,labelflip_mu0p2,7,12,Ascending stairs,random_trimmed_mean,0.8036880216181238,0.07635611326220791,0.8291793313069908,Random Trimmed Mean,5.0
479,1.0,labelflip_mu0p2,7,12,Ascending stairs,tea_fl,0.812610103637138,0.08476055401785673,0.8455709165386585,TEA-FL,4.0
480,1.0,labelflip_mu0p2,8,13,Descending stairs,arl_fl,0.748725908384,0.08576498351288918,0.7750337051109204,ARL-FL,6.0
481,1.0,labelflip_mu0p2,8,13,Descending stairs,fedavg,0.772490815620196,0.14229044851063116,0.822287677957781,FedAvg,3.0
482,1.0,labelflip_mu0p2,8,13,Descending stairs,fedle_adapted,0.7749297135928652,0.09122633998674076,0.8055535284244326,FedLE-adapted,2.0
483,1.0,labelflip_mu0p2,8,13,Descending stairs,fedprox,0.7687542253221573,0.13063503760277206,0.8167514048702168,FedProx,4.0
484,1.0,labelflip_mu0p2,8,13,Descending stairs,random_trimmed_mean,0.7570978200515157,0.09083222223242247,0.778606769810728,Random Trimmed Mean,5.0
485,1.0,labelflip_mu0p2,8,13,Descending stairs,tea_fl,0.8000079342122787,0.07122771172877915,0.8156194400224741,TEA-FL,1.0
486,1.0,labelflip_mu0p2,9,16,Vacuum cleaning,arl_fl,0.7950690265826259,0.06026944111599259,0.807009167303285,ARL-FL,1.0
487,1.0,labelflip_mu0p2,9,16,Vacuum cleaning,fedavg,0.734810273143294,0.16057121762481777,0.7559324966394719,FedAvg,6.0
488,1.0,labelflip_mu0p2,9,16,Vacuum cleaning,fedle_adapted,0.7780469333570975,0.1190717903466926,0.8057870681543218,FedLE-adapted,3.0
489,1.0,labelflip_mu0p2,9,16,Vacuum cleaning,fedprox,0.7482760157565991,0.14685436337425217,0.7640577507598785,FedProx,5.0
490,1.0,labelflip_mu0p2,9,16,Vacuum cleaning,random_trimmed_mean,0.783765452940832,0.0803228031267583,0.7842944517256444,Random Trimmed Mean,2.0
491,1.0,labelflip_mu0p2,9,16,Vacuum cleaning,tea_fl,0.771832019206282,0.08803022556199949,0.782886937651952,TEA-FL,4.0
492,1.0,labelflip_mu0p2,10,17,Ironing,arl_fl,0.7929527536581777,0.057381202496675436,0.8093661446681581,ARL-FL,1.0
493,1.0,labelflip_mu0p2,10,17,Ironing,fedavg,0.7671427439760784,0.07544564146119176,0.7751626280696049,FedAvg,3.0
494,1.0,labelflip_mu0p2,10,17,Ironing,fedle_adapted,0.776043726806763,0.07311571582284195,0.7926705653021442,FedLE-adapted,2.0
495,1.0,labelflip_mu0p2,10,17,Ironing,fedprox,0.7610436203178574,0.08436972346135345,0.7652069195879189,FedProx,6.0
496,1.0,labelflip_mu0p2,10,17,Ironing,random_trimmed_mean,0.7644791753821509,0.06773089572893193,0.7800965194501317,Random Trimmed Mean,4.0
497,1.0,labelflip_mu0p2,10,17,Ironing,tea_fl,0.7626358001227529,0.1030259626627671,0.7770833333333333,TEA-FL,5.0
498,1.0,labelflip_mu0p2,11,24,Rope jumping,arl_fl,0.43130297730203554,0.4618378647009528,0.3619047619047619,ARL-FL,5.0
499,1.0,labelflip_mu0p2,11,24,Rope jumping,fedavg,0.7046777013645265,0.37959265916699725,0.9046012800553538,FedAvg,2.0
500,1.0,labelflip_mu0p2,11,24,Rope jumping,fedle_adapted,0.5499879244911121,0.41012489648953865,0.681004524293489,FedLE-adapted,4.0
501,1.0,labelflip_mu0p2,11,24,Rope jumping,fedprox,0.7052251335615187,0.38007820590751673,0.8931659860677397,FedProx,1.0
502,1.0,labelflip_mu0p2,11,24,Rope jumping,random_trimmed_mean,0.6462567467904796,0.3672881969068992,0.7323920804933464,Random Trimmed Mean,3.0
503,1.0,labelflip_mu0p2,11,24,Rope jumping,tea_fl,0.2891455142448451,0.4204726748853672,0.0,TEA-FL,6.0
504,1.0,labelflip_mu0p4,0,1,Lying,arl_fl,0.6737578688083748,0.3668163077183915,0.8156541796353936,ARL-FL,5.0
505,1.0,labelflip_mu0p4,0,1,Lying,fedavg,0.7002150642174487,0.37801981941333085,0.8546021708752664,FedAvg,3.0
506,1.0,labelflip_mu0p4,0,1,Lying,fedle_adapted,0.6134985341222488,0.4272585537069121,0.8386778647324553,FedLE-adapted,6.0
507,1.0,labelflip_mu0p4,0,1,Lying,fedprox,0.6990807046978589,0.37763793509238386,0.8710391051663211,FedProx,4.0
508,1.0,labelflip_mu0p4,0,1,Lying,random_trimmed_mean,0.7081458059708371,0.38052470825484985,0.8846012017092905,Random Trimmed Mean,2.0
509,1.0,labelflip_mu0p4,0,1,Lying,tea_fl,0.7271564204071883,0.38243276495501743,0.8950144947077463,TEA-FL,1.0
510,1.0,labelflip_mu0p4,1,2,Sitting,arl_fl,0.2515742954562279,0.30300642966614366,0.07970742685671414,ARL-FL,6.0
511,1.0,labelflip_mu0p4,1,2,Sitting,fedavg,0.3530634730032304,0.33245988963818884,0.3516785814409868,FedAvg,3.0
512,1.0,labelflip_mu0p4,1,2,Sitting,fedle_adapted,0.274880585627304,0.2462193722858611,0.2302229973838295,FedLE-adapted,5.0
513,1.0,labelflip_mu0p4,1,2,Sitting,fedprox,0.3744299639521421,0.3162770795621631,0.42485653796868905,FedProx,2.0
514,1.0,labelflip_mu0p4,1,2,Sitting,random_trimmed_mean,0.4538098696774789,0.25685058797970206,0.561966957454067,Random Trimmed Mean,1.0
515,1.0,labelflip_mu0p4,1,2,Sitting,tea_fl,0.3368501821640477,0.2978154547766226,0.3851472213847854,TEA-FL,4.0
516,1.0,labelflip_mu0p4,2,3,Standing,arl_fl,0.3928118751041052,0.2641329716180656,0.4410386669901204,ARL-FL,4.0
517,1.0,labelflip_mu0p4,2,3,Standing,fedavg,0.4395752694914126,0.15898661926563293,0.47101613146389265,FedAvg,1.0
518,1.0,labelflip_mu0p4,2,3,Standing,fedle_adapted,0.36481463503226885,0.2078910284620068,0.4191632099144774,FedLE-adapted,6.0
519,1.0,labelflip_mu0p4,2,3,Standing,fedprox,0.4034458201157177,0.17134912499605254,0.3970393946673072,FedProx,2.0
520,1.0,labelflip_mu0p4,2,3,Standing,random_trimmed_mean,0.3998369077595973,0.1957868215700255,0.3702142128527711,Random Trimmed Mean,3.0
521,1.0,labelflip_mu0p4,2,3,Standing,tea_fl,0.3751488715228404,0.18293428925313288,0.4098124098124098,TEA-FL,5.0
522,1.0,labelflip_mu0p4,3,4,Walking,arl_fl,0.8615731752661716,0.10543827887549971,0.8632682301485559,ARL-FL,1.0
523,1.0,labelflip_mu0p4,3,4,Walking,fedavg,0.7865926926772475,0.30064781663915974,0.934547619047619,FedAvg,3.0
524,1.0,labelflip_mu0p4,3,4,Walking,fedle_adapted,0.6819188981704306,0.3172116183030855,0.8114146461336829,FedLE-adapted,6.0
525,1.0,labelflip_mu0p4,3,4,Walking,fedprox,0.7935662953878442,0.2981689345521006,0.9257780247697682,FedProx,2.0
526,1.0,labelflip_mu0p4,3,4,Walking,random_trimmed_mean,0.6990766188770214,0.36136388490680993,0.8581681169821477,Random Trimmed Mean,5.0
527,1.0,labelflip_mu0p4,3,4,Walking,tea_fl,0.7531603857569629,0.28912741205584874,0.8530450731972419,TEA-FL,4.0
528,1.0,labelflip_mu0p4,4,5,Running,arl_fl,0.7380545979652424,0.3916332218981597,0.9206867832660643,ARL-FL,2.0
529,1.0,labelflip_mu0p4,4,5,Running,fedavg,0.6063997206082352,0.40690560079116556,0.7647785094283148,FedAvg,4.0
530,1.0,labelflip_mu0p4,4,5,Running,fedle_adapted,0.6231376790899653,0.28254636723979787,0.6226352866678979,FedLE-adapted,3.0
531,1.0,labelflip_mu0p4,4,5,Running,fedprox,0.5900715852980781,0.39019691688149305,0.6594523839408991,FedProx,5.0
532,1.0,labelflip_mu0p4,4,5,Running,random_trimmed_mean,0.5153882444106206,0.389008448637048,0.5586827620073733,Random Trimmed Mean,6.0
533,1.0,labelflip_mu0p4,4,5,Running,tea_fl,0.8273365138820548,0.2972792203101238,0.9383960573476703,TEA-FL,1.0
534,1.0,labelflip_mu0p4,5,6,Cycling,arl_fl,0.670854427851092,0.36209737361293043,0.847552989356011,ARL-FL,3.0
535,1.0,labelflip_mu0p4,5,6,Cycling,fedavg,0.64474680326465,0.35763605148533223,0.7239583333333333,FedAvg,5.0
536,1.0,labelflip_mu0p4,5,6,Cycling,fedle_adapted,0.6008608105435704,0.34492134997261487,0.7109358081979892,FedLE-adapted,6.0
537,1.0,labelflip_mu0p4,5,6,Cycling,fedprox,0.6677594896751498,0.36085666138039146,0.7983730322639864,FedProx,4.0
538,1.0,labelflip_mu0p4,5,6,Cycling,random_trimmed_mean,0.6772946801399491,0.28116042647018386,0.7097738828567925,Random Trimmed Mean,2.0
539,1.0,labelflip_mu0p4,5,6,Cycling,tea_fl,0.8099712382275873,0.20906059317144787,0.9117764173012791,TEA-FL,1.0
540,1.0,labelflip_mu0p4,6,7,Nordic walking,arl_fl,0.616233871641928,0.3633892593714529,0.7084973285418212,ARL-FL,5.0
541,1.0,labelflip_mu0p4,6,7,Nordic walking,fedavg,0.6592843348936978,0.40400097614585584,0.8810636948446136,FedAvg,3.0
542,1.0,labelflip_mu0p4,6,7,Nordic walking,fedle_adapted,0.5429701952162008,0.3147739204630655,0.5755648426276609,FedLE-adapted,6.0
543,1.0,labelflip_mu0p4,6,7,Nordic walking,fedprox,0.6574536344638873,0.39882879561210466,0.8478670696008868,FedProx,4.0
544,1.0,labelflip_mu0p4,6,7,Nordic walking,random_trimmed_mean,0.6650940494651045,0.37282723760154773,0.8358150470219436,Random Trimmed Mean,2.0
545,1.0,labelflip_mu0p4,6,7,Nordic walking,tea_fl,0.735495596120434,0.2625067556136092,0.8323259921620577,TEA-FL,1.0
546,1.0,labelflip_mu0p4,7,12,Ascending stairs,arl_fl,0.6370980962630404,0.239001464572022,0.6643795241800476,ARL-FL,5.0
547,1.0,labelflip_mu0p4,7,12,Ascending stairs,fedavg,0.6777745436179636,0.21334223142444186,0.7170268107242896,FedAvg,2.0
548,1.0,labelflip_mu0p4,7,12,Ascending stairs,fedle_adapted,0.6023824293184987,0.259715693235261,0.62622067854626,FedLE-adapted,6.0
549,1.0,labelflip_mu0p4,7,12,Ascending stairs,fedprox,0.7031056196138877,0.19182058751056766,0.7309472934472934,FedProx,1.0
550,1.0,labelflip_mu0p4,7,12,Ascending stairs,random_trimmed_mean,0.6755999371350253,0.21396789059626015,0.7493475424097433,Random Trimmed Mean,3.0
551,1.0,labelflip_mu0p4,7,12,Ascending stairs,tea_fl,0.6727099281952604,0.26243859104644035,0.7380915317559154,TEA-FL,4.0
552,1.0,labelflip_mu0p4,8,13,Descending stairs,arl_fl,0.6721717804087374,0.1813222268526034,0.7302068302068302,ARL-FL,3.0
553,1.0,labelflip_mu0p4,8,13,Descending stairs,fedavg,0.6759077172864405,0.1550137415064703,0.669703806548652,FedAvg,2.0
554,1.0,labelflip_mu0p4,8,13,Descending stairs,fedle_adapted,0.6470520387843196,0.1797950011992315,0.6645696311123821,FedLE-adapted,5.0
555,1.0,labelflip_mu0p4,8,13,Descending stairs,fedprox,0.6613281076123273,0.17497039365635034,0.7152564051320995,FedProx,4.0
556,1.0,labelflip_mu0p4,8,13,Descending stairs,random_trimmed_mean,0.7011511052956427,0.11930955524014221,0.7337864077669902,Random Trimmed Mean,1.0
557,1.0,labelflip_mu0p4,8,13,Descending stairs,tea_fl,0.5110099411148625,0.3564056795285481,0.6603321861439473,TEA-FL,6.0
558,1.0,labelflip_mu0p4,9,16,Vacuum cleaning,arl_fl,0.697254544381059,0.1669752898471347,0.7325638749136826,ARL-FL,1.0
559,1.0,labelflip_mu0p4,9,16,Vacuum cleaning,fedavg,0.5830762446059902,0.2516502306446159,0.6671399885255307,FedAvg,4.0
560,1.0,labelflip_mu0p4,9,16,Vacuum cleaning,fedle_adapted,0.5093177758217105,0.30434824763638524,0.5227927469920353,FedLE-adapted,6.0
561,1.0,labelflip_mu0p4,9,16,Vacuum cleaning,fedprox,0.5803848932707005,0.2633098495715285,0.675121925360475,FedProx,5.0
562,1.0,labelflip_mu0p4,9,16,Vacuum cleaning,random_trimmed_mean,0.5936377466860849,0.23478986302454397,0.6273217767789272,Random Trimmed Mean,3.0
563,1.0,labelflip_mu0p4,9,16,Vacuum cleaning,tea_fl,0.6715037904521489,0.20462054660009646,0.7206475000482058,TEA-FL,2.0
564,1.0,labelflip_mu0p4,10,17,Ironing,arl_fl,0.7104344760637137,0.12035042455301181,0.7273881307521421,ARL-FL,1.0
565,1.0,labelflip_mu0p4,10,17,Ironing,fedavg,0.6795459708336506,0.22860261904965426,0.7669810550383799,FedAvg,2.0
566,1.0,labelflip_mu0p4,10,17,Ironing,fedle_adapted,0.6421194492449229,0.1324554093932858,0.6607086066388392,FedLE-adapted,6.0
567,1.0,labelflip_mu0p4,10,17,Ironing,fedprox,0.6770783370765739,0.23297194381709904,0.767948717948718,FedProx,3.0
568,1.0,labelflip_mu0p4,10,17,Ironing,random_trimmed_mean,0.6559957884314468,0.24994400240013845,0.7030173437871228,Random Trimmed Mean,4.0
569,1.0,labelflip_mu0p4,10,17,Ironing,tea_fl,0.6510433521955511,0.2407144683182267,0.7032782455982347,TEA-FL,5.0
570,1.0,labelflip_mu0p4,11,24,Rope jumping,arl_fl,0.31810819736573914,0.37695158577693494,0.1458103300208563,ARL-FL,3.0
571,1.0,labelflip_mu0p4,11,24,Rope jumping,fedavg,0.4070000868258317,0.42687370445153816,0.3663021410114433,FedAvg,1.0
572,1.0,labelflip_mu0p4,11,24,Rope jumping,fedle_adapted,0.29223286937419946,0.40434993535424757,0.02094240837696335,FedLE-adapted,6.0
573,1.0,labelflip_mu0p4,11,24,Rope jumping,fedprox,0.4049930631912272,0.42600550741551,0.3659807831762146,FedProx,2.0
574,1.0,labelflip_mu0p4,11,24,Rope jumping,random_trimmed_mean,0.29856415687837395,0.29902555970268296,0.2667493796526055,Random Trimmed Mean,5.0
575,1.0,labelflip_mu0p4,11,24,Rope jumping,tea_fl,0.3075581805632686,0.3964218724223485,0.06956521739130435,TEA-FL,4.0
576,1.0,signflip_mu0p2,0,1,Lying,arl_fl,0.7224358611142165,0.3287684086602868,0.8952606787972641,ARL-FL,2.0
577,1.0,signflip_mu0p2,0,1,Lying,fedavg,0.04707239014012178,0.10477841689684009,0.0,FedAvg,5.0
578,1.0,signflip_mu0p2,0,1,Lying,fedle_adapted,0.03033788641265277,0.09593682045945766,0.0,FedLE-adapted,6.0
579,1.0,signflip_mu0p2,0,1,Lying,fedprox,0.0903219385216093,0.19053997166865996,0.0,FedProx,4.0
580,1.0,signflip_mu0p2,0,1,Lying,random_trimmed_mean,0.4513672047297554,0.3559808762903705,0.5841833662228892,Random Trimmed Mean,3.0
581,1.0,signflip_mu0p2,0,1,Lying,tea_fl,0.8553687574513645,0.09228470991666832,0.8561128465059625,TEA-FL,1.0
582,1.0,signflip_mu0p2,1,2,Sitting,arl_fl,0.44395519489076624,0.15428223099071134,0.5105882352941177,ARL-FL,1.0
583,1.0,signflip_mu0p2,1,2,Sitting,fedavg,0.0306141154903758,0.09681033350103012,0.0,FedAvg,4.0
584,1.0,signflip_mu0p2,1,2,Sitting,fedle_adapted,0.0,0.0,0.0,FedLE-adapted,6.0
585,1.0,signflip_mu0p2,1,2,Sitting,fedprox,0.00305676855895196,0.009666350926278874,0.0,FedProx,5.0
586,1.0,signflip_mu0p2,1,2,Sitting,random_trimmed_mean,0.3157744410365747,0.23039460788975344,0.3489950023711378,Random Trimmed Mean,3.0
587,1.0,signflip_mu0p2,1,2,Sitting,tea_fl,0.41564891186096153,0.20141893600455793,0.46148036253776437,TEA-FL,2.0
588,1.0,signflip_mu0p2,2,3,Standing,arl_fl,0.271693650624532,0.21588930791945898,0.18840579710144925,ARL-FL,2.0
589,1.0,signflip_mu0p2,2,3,Standing,fedavg,0.04106382978723404,0.12985523157712706,0.0,FedAvg,4.0
590,1.0,signflip_mu0p2,2,3,Standing,fedle_adapted,0.0,0.0,0.0,FedLE-adapted,6.0
591,1.0,signflip_mu0p2,2,3,Standing,fedprox,0.00015325670498083998,0.0004846402544319263,0.0,FedProx,5.0
592,1.0,signflip_mu0p2,2,3,Standing,random_trimmed_mean,0.230561793948461,0.19324452283640545,0.20666070297066605,Random Trimmed Mean,3.0
593,1.0,signflip_mu0p2,2,3,Standing,tea_fl,0.37391588072798826,0.13402500149312113,0.3570150588936931,TEA-FL,1.0
594,1.0,signflip_mu0p2,3,4,Walking,arl_fl,0.8353719092672349,0.1654269781317159,0.9036817649771219,ARL-FL,2.0
595,1.0,signflip_mu0p2,3,4,Walking,fedavg,0.1014338987988153,0.18010009967680532,0.0,FedAvg,4.0
596,1.0,signflip_mu0p2,3,4,Walking,fedle_adapted,0.04076398731740088,0.08631706277277253,0.0,FedLE-adapted,6.0
597,1.0,signflip_mu0p2,3,4,Walking,fedprox,0.07064837384315086,0.16435429455729889,0.0,FedProx,5.0
598,1.0,signflip_mu0p2,3,4,Walking,random_trimmed_mean,0.7506013331688578,0.26906319529579653,0.8278590368659653,Random Trimmed Mean,3.0
599,1.0,signflip_mu0p2,3,4,Walking,tea_fl,0.8442204716928353,0.19748573719441745,0.938452000935347,TEA-FL,1.0
600,1.0,signflip_mu0p2,4,5,Running,arl_fl,0.90465002715243,0.11827496081507517,0.9536665520272077,ARL-FL,2.0
601,1.0,signflip_mu0p2,4,5,Running,fedavg,0.07009063444108762,0.22164604748007977,0.0,FedAvg,4.0
602,1.0,signflip_mu0p2,4,5,Running,fedle_adapted,0.04461247637051039,0.1410770373912547,0.0,FedLE-adapted,6.0
603,1.0,signflip_mu0p2,4,5,Running,fedprox,0.06321525885558583,0.1999042008607804,0.0,FedProx,5.0
604,1.0,signflip_mu0p2,4,5,Running,random_trimmed_mean,0.850320235100354,0.29035803966813284,0.9513931053093165,Random Trimmed Mean,3.0
605,1.0,signflip_mu0p2,4,5,Running,tea_fl,0.9323278037164826,0.053060735272882534,0.9511271350012747,TEA-FL,1.0
606,1.0,signflip_mu0p2,5,6,Cycling,arl_fl,0.8812585357204826,0.09572947405935467,0.9206338854832399,ARL-FL,2.0
607,1.0,signflip_mu0p2,5,6,Cycling,fedavg,0.0,0.0,0.0,FedAvg,6.0
608,1.0,signflip_mu0p2,5,6,Cycling,fedle_adapted,0.017304964539007088,0.05472310277170812,0.0,FedLE-adapted,5.0
609,1.0,signflip_mu0p2,5,6,Cycling,fedprox,0.02340358862721815,0.056342952324035585,0.0,FedProx,4.0
610,1.0,signflip_mu0p2,5,6,Cycling,random_trimmed_mean,0.848962233428518,0.16033767578248986,0.919006919006919,Random Trimmed Mean,3.0
611,1.0,signflip_mu0p2,5,6,Cycling,tea_fl,0.9225561032228254,0.038071140315239865,0.924243879789295,TEA-FL,1.0
612,1.0,signflip_mu0p2,6,7,Nordic walking,arl_fl,0.7535174285500388,0.32404596059346774,0.9130891804684681,ARL-FL,2.0
613,1.0,signflip_mu0p2,6,7,Nordic walking,fedavg,0.08875,0.2806521423399437,0.0,FedAvg,4.0
614,1.0,signflip_mu0p2,6,7,Nordic walking,fedle_adapted,0.02401297998918334,0.0759357101738648,0.0,FedLE-adapted,5.0
615,1.0,signflip_mu0p2,6,7,Nordic walking,fedprox,0.0,0.0,0.0,FedProx,6.0
616,1.0,signflip_mu0p2,6,7,Nordic walking,random_trimmed_mean,0.6093914202086005,0.3593265980666135,0.679156010230179,Random Trimmed Mean,3.0
617,1.0,signflip_mu0p2,6,7,Nordic walking,tea_fl,0.7745395172998619,0.3125598357532081,0.9556560147194515,TEA-FL,1.0
618,1.0,signflip_mu0p2,7,12,Ascending stairs,arl_fl,0.7548341472588458,0.08964260244830982,0.7670633912696396,ARL-FL,2.0
619,1.0,signflip_mu0p2,7,12,Ascending stairs,fedavg,0.0,0.0,0.0,FedAvg,5.5
620,1.0,signflip_mu0p2,7,12,Ascending stairs,fedle_adapted,0.02541504107590318,0.04651184811697624,0.0,FedLE-adapted,4.0
621,1.0,signflip_mu0p2,7,12,Ascending stairs,fedprox,0.0,0.0,0.0,FedProx,5.5
622,1.0,signflip_mu0p2,7,12,Ascending stairs,random_trimmed_mean,0.6830715935731501,0.19617513151389465,0.709759083646324,Random Trimmed Mean,3.0
623,1.0,signflip_mu0p2,7,12,Ascending stairs,tea_fl,0.7907940837153282,0.07738272381689895,0.8222867389633678,TEA-FL,1.0
624,1.0,signflip_mu0p2,8,13,Descending stairs,arl_fl,0.6649612498100312,0.13956808433078266,0.6844084016902809,ARL-FL,2.0
625,1.0,signflip_mu0p2,8,13,Descending stairs,fedavg,0.00842418235877106,0.026639603678326285,0.0,FedAvg,4.5
626,1.0,signflip_mu0p2,8,13,Descending stairs,fedle_adapted,0.0,0.0,0.0,FedLE-adapted,6.0
627,1.0,signflip_mu0p2,8,13,Descending stairs,fedprox,0.00842418235877106,0.026639603678326285,0.0,FedProx,4.5
628,1.0,signflip_mu0p2,8,13,Descending stairs,random_trimmed_mean,0.5713662814355327,0.15389882285851605,0.5049887406894162,Random Trimmed Mean,3.0
